GDSNAME,STATION,AREA,PERIMETER,COUNTERS,COUNTERSI,COUNTER,TYPE,Group,TYPE1,Cycle,CNTRNUM,Town,Location,OBJECTID1,UNIQUEID,SRI,MPSTART,MPEND,STREET,TOWNID,TOWNDOT,SECTLENGT,FUNCTSYST,FUNCTSY_1,URBANID,URBANNAME,TIER,TIERDESCR,LCLEGEND,LEGISCLAS,WINTERMAI,SUMMERMAI,OWNERSHIP,OWNERSHIP,HPMSOWNER,HPMSOWN_1,PLOWLEVEL,SURFTYPE,ROADWAYWI,NUMLANES,LANEWIDTH,SHLDRTYPE,SHLDRTY_1,SHLDRWIDT,SHLDRWI_1,DIRECTION,ISTOLL,ISNHS,NHS,NHSDESCR,ISTRK_ROU,COUNTYID,COUNTYNAM,EXECCOUNC,EXECCOU_1,COUNTERID,AADTCURR_,AADT,ROUTEHIOR,STREETALI,NODE1,NODE2,HPMSFACIL,HPMSFAC_1,HPMSTHRU_,COMBNUMS
CNTR:493012,493012,0,0,4262,4262,82493012,82,2013,L4,3,82493012,WOLFEBORO,NH 109 (GOV WENTWORTH HWY) EAST OF CENTER ST,0,132638,S0000109__,25.797,26.106,Governor Wentworth Hwy,493,WOLFEBORO,0.309,5,Major Collector,0,NA,3,Regional Corridors,State,II,312,312,312,DISTRICT 3,1,State Highway Agency,3,Paved,22,2,11,None,None,0,0,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82493012,2014,2000,NH 109,NH 109,0161,1080,2,Two-way roadway,2,82493012
CNTR:493067,493067,0,0,4263,4263,82493067,82,2013,L4,3,82493067,WOLFEBORO,COLLEGE RD EAST OF NH 28,0,132641,L4930083__,2.407,3.237,College Rd,493,WOLFEBORO,0.83,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,20,2,10,None,None,0,0,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82493067,2014,600,NA,NA,1084,0164,2,Two-way roadway,2,82493067
CNTR:493066,493066,0,0,4264,4264,82493066,82,2013,L4,3,82493066,WOLFEBORO,WHITTEN NECK RD OVER CRESCENT LAKE INLET,0,132663,L4930080__,0.154,0.281,Whitten Neck Rd,493,WOLFEBORO,0.127,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,20,2,10,None,None,0,0,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82493066,2014,530,NA,NA,1294,0986,2,Two-way roadway,2,82493066
CNTR:493063,493063,0,0,4265,4265,82493063,82,2013,L4,3,82493063,WOLFEBORO,NH 28/NH 109 (CENTER ST) SOUTH OF HERSEY POINT RD,0,132627,S0000028__,77.176,77.218,Center St,493,WOLFEBORO,0.042,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,I,311,311,311,DISTRICT 3,1,State Highway Agency,2,Paved,32,2,12,Paved,Paved,4,4,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82493063,2014,6600,NH 28,"NH 109,NH 28",0156,0994,2,Two-way roadway,2,82493063
CNTR:493056,493056,0,0,4266,4266,82493056,82,0,NA,0,82493056,WOLFEBORO,NA,0,62853,L4930104__,0.196,0.293,Allen Rd,493,WOLFEBORO,0.097,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,20,2,10,None,None,0,0,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,NA,0,0,NA,NA,1536,0159,2,Two-way roadway,2,82493056
CNTR:493050,493050,0,0,4267,4267,82493050,82,0,NA,0,82493050,WOLFEBORO,NA,0,37993,L0610091__,0,0.343,Burwell Rd,061,BROOKFIELD,0.343,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Unpaved,10,1,10,None,None,0,0,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,NA,0,0,NA,NA,0157,6368,2,Two-way roadway,1,82493050
CNTR:02:295022,295022,0,0,4268,4268,02295022,02,0,NA,0,2295022,NA,NA,0,28779,S0000104__,19.745,19.881,NH Route 104,295,MEREDITH,0.136,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,II,309,309,309,DISTRICT 3,1,State Highway Agency,2,Paved,45,2,11,Paved,Paved,8,4,Two way,NO,YES,1,Non-Connector NHS,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,02295022,2014,11658,NH 104,NH 104,0061,0060,2,Two-way roadway,2,2295022
CNTR:02:295022,295090,0,0,4269,4269,02295090,02,0,NA,0,2295090,NA,NA,0,22044,I0000093__,66.215,67.525,Interstate 93 N,295,MEREDITH,1.31,1,Interstate,0,NA,1,Statewide Corridors - Divided Highways,State,I,324,324,324,DISTRICT 3,1,State Highway Agency,1,Paved,40,2,12,Paved,Paved,6,10,One way,NO,YES,1,Non-Connector NHS,YES,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,01295002,2014,12000,NA,NA,6081,6286,2,Two-way roadway,4,02295090
CNTR:459053,459053,0,0,4274,4274,62459053,62,0,NA,0,62459053,NA,NA,0,53799,S0000016__,45.043,45.349,NH Route 16,357,OSSIPEE,0.306,3,Principal Arterial - Other,0,NA,2,Statewide Corridors - Other,State,I,312,312,312,DISTRICT 3,1,State Highway Agency,2,Paved,44,2,12,Paved,Paved,10,10,Two way,NO,YES,1,Non-Connector NHS,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,62459053,2014,6464,NH 16,NH 16,6088,0001,2,Two-way roadway,2,62459053
CNTR:459053,459053,0,0,4274,4274,62459053,62,0,NA,0,62459053,NA,NA,0,53799,S0000016__,45.043,45.349,NH Route 16,357,OSSIPEE,0.306,3,Principal Arterial - Other,0,NA,2,Statewide Corridors - Other,State,I,312,312,312,DISTRICT 3,1,State Highway Agency,2,Paved,44,2,12,Paved,Paved,10,10,Two way,NO,YES,1,Non-Connector NHS,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,62459053,2014,6464,NH 16,NH 16,6088,0001,2,Two-way roadway,2,61459012
CNTR:459053,459053,0,0,4274,4274,62459053,62,0,NA,0,62459053,NA,NA,0,53799,S0000016__,45.043,45.349,NH Route 16,357,OSSIPEE,0.306,3,Principal Arterial - Other,0,NA,2,Statewide Corridors - Other,State,I,312,312,312,DISTRICT 3,1,State Highway Agency,2,Paved,44,2,12,Paved,Paved,10,10,Two way,NO,YES,1,Non-Connector NHS,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,62459053,2014,6464,NH 16,NH 16,6088,0001,2,Two-way roadway,2,61459013
CNTR:455051,455051,0,0,4277,4277,82455051,82,2013,L4,3,82455051,TUFTONBORO,NH 109A (MIDDLE RD) NORTH OF FEDERAL CORNER RD,0,52355,S0000109A_,2.418,2.876,Middle Rd,455,TUFTONBORO,0.458,6,Minor Collector,0,NA,4,Local Connectors,State,II,311,311,311,DISTRICT 3,1,State Highway Agency,3,Paved,20,2,10,None,None,0,0,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82455051,2014,1800,NH 109A,NH 109A,0685,0142,2,Two-way roadway,2,82455051
CNTR:357062,357062,0,0,4278,4278,82357062,82,2013,L4,3,82357062,OSSIPEE,BROWNS RIDGE RD AT NH NORTHCOAST RR,0,50666,N3570040__,0.094,0.707,Browns Ridge Rd,357,OSSIPEE,0.613,6,Minor Collector,0,NA,4,Local Connectors,State,II,312,312,312,DISTRICT 3,1,State Highway Agency,4,Paved,24,2,10,Paved,Paved,2,2,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82357062,2014,220,NA,NA,0017,0965,2,Two-way roadway,2,82357062
CNTR:329051,329051,0,0,4279,4279,62329051,62,2015,L4,2,62329051,NEW HAMPTON,WINONA RD AT MEREDITH TL,0,34008,N3290051__,0,0.414,Winona Rd,329,NEW HAMPTON,0.414,5,Major Collector,0,NA,4,Local Connectors,State,II,309,309,309,DISTRICT 3,1,State Highway Agency,4,Paved,20,2,10,None,None,0,0,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,62329051,2014,1289,NA,NA,6296,0161,2,Two-way roadway,2,62329051
CNTR:313060,313060,0,0,4280,4280,82313060,82,2015,L4,2,82313060,MOULTONBOROUGH,LONG ISLAND RD OVER LAKE WINNIPESAUKEE,0,130682,N3130041__,6.538,6.716,Long Island Rd,313,MOULTONBOROUGH,0.178,6,Minor Collector,0,NA,4,Local Connectors,State,II,TOWN,305,305,DISTRICT 3,1,State Highway Agency,0,Paved,22,2,11,None,None,0,0,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82313060,2014,1481,NA,NA,1132,1131,2,Two-way roadway,2,82313060
CNTR:295048,295048,0,0,4281,4281,82295048,82,2013,L5,3,82295048,MEREDITH,US 3/NH 25 (DANIEL WEBSTER HWY) SB-NB NORTH OF MAIN ST,0,42035,U0000003__,87.734,88.313,Daniel Webster Hwy,295,MEREDITH,0.579,5,Major Collector,0,NA,2,Statewide Corridors - Other,State,I,309,309,309,DISTRICT 3,1,State Highway Agency,2,Paved,36,2,12,Paved,Paved,7,5,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82295048,2014,5600,US 3,"NH 25,US 3",0273,0336,2,Two-way roadway,2,82295048
CNTR:295048,295048,0,0,4281,4281,82295048,82,2013,L5,3,82295048,MEREDITH,US 3/NH 25 (DANIEL WEBSTER HWY) SB-NB NORTH OF MAIN ST,0,42035,U0000003__,87.734,88.313,Daniel Webster Hwy,295,MEREDITH,0.579,5,Major Collector,0,NA,2,Statewide Corridors - Other,State,I,309,309,309,DISTRICT 3,1,State Highway Agency,2,Paved,36,2,12,Paved,Paved,7,5,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82295048,2014,5600,US 3,"NH 25,US 3",0273,0336,2,Two-way roadway,2,81295015
CNTR:295048,295048,0,0,4281,4281,82295048,82,2013,L5,3,82295048,MEREDITH,US 3/NH 25 (DANIEL WEBSTER HWY) SB-NB NORTH OF MAIN ST,0,42035,U0000003__,87.734,88.313,Daniel Webster Hwy,295,MEREDITH,0.579,5,Major Collector,0,NA,2,Statewide Corridors - Other,State,I,309,309,309,DISTRICT 3,1,State Highway Agency,2,Paved,36,2,12,Paved,Paved,7,5,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82295048,2014,5600,US 3,"NH 25,US 3",0273,0336,2,Two-way roadway,2,81295014
CNTR:295047,295047,0,0,4282,4282,82295047,82,2015,L4,2,82295047,MEREDITH,NH 25 (WHITTIER HWY) WEST OF PLEASANT ST,0,44522,S0000025__,59.626,59.767,NH Route 25,295,MEREDITH,0.141,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,I,309,309,309,DISTRICT 3,1,State Highway Agency,2,Paved,52,2,12,Paved,Paved,8,8,Two way,NO,YES,1,Non-Connector NHS,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82295047,2014,15150,NH 25,NH 25,0271,0270,2,Two-way roadway,2,82295047
CNTR:295046,295046,0,0,4283,4283,82295046,82,2013,L4,3,82295046,MEREDITH,US 3 (DANIEL WEBSTER HWY) SOUTH OF NH 25,0,21181,U0000003__,87.601,87.708,Daniel Webster Hwy,295,MEREDITH,0.107,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,I,309,309,309,DISTRICT 3,1,State Highway Agency,2,Paved,65,3,12,Paved,Paved,4,2,Two way,NO,YES,1,Non-Connector NHS,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82295046,2014,11000,US 3,US 3,0280,0272,2,Two-way roadway,3,82295046
CNTR:295053,295053,0,0,4284,4284,82295053,82,2013,L4,3,82295053,MEREDITH,NH 104 WEST OF US 3,0,41340,S0000104__,22.812,23.241,NH Route 104,295,MEREDITH,0.429,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,II,309,309,309,DISTRICT 3,1,State Highway Agency,2,Paved,45,2,12,Unpaved,Unpaved,10,10,Two way,NO,YES,1,Non-Connector NHS,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82295053,2014,9700,NH 104,NH 104,0608,0142,2,Two-way roadway,2,82295053
CNTR:295021,295021,0,0,4285,4285,22295021,22,2015,L5,2,22295021,MEREDITH,US 3 (DANIEL WEBSTER HWY) SB-NB OF NH 104,0,34723,U0000003__,86.49,86.713,Daniel Webster Hwy,295,MEREDITH,0.223,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,I,309,309,309,DISTRICT 3,1,State Highway Agency,2,Paved,35,2,11,Paved,Paved,7,6,Two way,NO,YES,1,Non-Connector NHS,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,22295021,2014,13130,US 3,US 3,0138,0148,2,Two-way roadway,2,22295021
CNTR:295056,295056,0,0,4286,4286,82295056,82,0,NA,0,82295056,MEREDITH,NA,0,25540,L2950226__,0,0.304,Philbrook Ave,295,MEREDITH,0.304,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,24,2,12,None,None,0,0,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,NA,0,0,NA,NA,0334,0335,2,Two-way roadway,2,82295056
CNTR:295055,295055,0,0,4287,4287,82295055,82,0,NA,0,82295055,MEREDITH,NA,0,18593,L2950204__,0.844,0.908,Water St,295,MEREDITH,0.064,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,26,2,13,None,None,0,0,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,NA,0,0,NA,NA,0283,0279,2,Two-way roadway,2,82295055
CNTR:295059,295059,0,0,4288,4288,82295059,82,0,NA,0,82295059,MEREDITH,NA,0,51279,L2950083__,0,0.072,Lower Terrace Ave,295,MEREDITH,0.072,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,24,2,12,None,None,0,0,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,NA,0,0,NA,NA,0315,0316,2,Two-way roadway,2,82295059
CNTR:077055,077055,0,0,4289,4289,82077055,82,2014,L4,1,82077055,CENTER HARBOR,WAUKEWAN RD AT NEW HAMPTON TL,0,130148,N0770050__,0.688,0.711,Waukewan Rd,077,CENTER HARBOR,0.023,6,Minor Collector,0,NA,4,Local Connectors,State,II,309,309,309,DISTRICT 3,1,State Highway Agency,4,Paved,20,2,10,None,None,0,0,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82077055,2014,460,NA,NA,6114,0190,2,Two-way roadway,2,82077055
CNTR:493064,493064,0,0,4290,4290,82493064,82,0,NA,0,82493064,WOLFEBORO,NA,0,26591,N4930040__,1.416,2.647,Browns Ridge Rd,493,WOLFEBORO,1.231,6,Minor Collector,0,NA,4,Local Connectors,State,II,312,312,312,DISTRICT 3,1,State Highway Agency,4,Paved,16,2,8,None,None,0,0,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82357062,2014,220,NA,NA,6090,6110,2,Two-way roadway,2,82493064
CNTR:295052,295052,0,0,4291,4291,82295052,82,2013,L4,3,82295052,MEREDITH,PEASE RD SOUTH OF NH 104,0,130180,N2950045__,2.005,2.089,Pease Rd,295,MEREDITH,0.084,5,Major Collector,0,NA,4,Local Connectors,State,II,309,309,309,DISTRICT 3,1,State Highway Agency,3,Paved,22,2,11,None,None,0,0,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82295052,2014,2100,NA,NA,0415,0106,2,Two-way roadway,2,82295052
CNTR:211045,211045,0,0,4380,4380,82211045,82,2014,L4,1,82211045,HEBRON,BRALEY RD OVER COCKERMOUTH RIVER,0,59641,L2110072__,0,0.578,Braley Rd,211,HEBRON,0.578,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,16,2,8,None,None,0,0,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,82211045,2014,50,NA,NA,0067,0070,2,Two-way roadway,2,82211045
CNTR:211044,211044,0,0,4381,4381,82211044,82,2014,L4,1,82211044,HEBRON,WEST SHORE RD SOUTH OF CROSS RD,0,58346,N2110043__,6.358,7.085,West Shore Rd,211,HEBRON,0.727,6,Minor Collector,0,NA,4,Local Connectors,State,II,206,206,206,DISTRICT 2,1,State Highway Agency,4,Paved,20,2,10,None,None,0,0,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,82211044,2014,850,NA,NA,0042,0045,2,Two-way roadway,2,82211044
CNTR:211043,211043,0,0,4382,4382,82211043,82,2014,L4,1,82211043,HEBRON,NORTH SHORE RD OVER COCKERMOUTH RIVER,0,17923,N2110041__,1.442,2.18,North Shore Rd,211,HEBRON,0.738,6,Minor Collector,0,NA,4,Local Connectors,State,II,206,206,206,DISTRICT 2,1,State Highway Agency,4,Paved,20,2,10,Unpaved,Unpaved,3,3,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,82211043,2014,1100,NA,NA,0046,0073,2,Two-way roadway,2,82211043
CNTR:211046,211046,0,0,4383,4383,82211046,82,2014,L4,1,82211046,HEBRON,COOPER RD OVER GEORGES BROOK,0,129722,L2110101__,0,0.131,Sarah Ln,211,HEBRON,0.131,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,24,2,12,None,None,0,0,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,NA,0,0,NA,NA,0111,0112,2,Two-way roadway,2,82211046
CNTR:193050,193050,0,0,4386,4386,82193050,82,0,NA,0,82193050,NA,NA,0,5451,N2110043__,8.185,8.778,Groton Rd,211,HEBRON,0.593,6,Minor Collector,0,NA,4,Local Connectors,State,II,206,206,206,DISTRICT 2,1,State Highway Agency,4,Paved,18,2,9,None,None,0,0,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,82193050,2014,656,NA,NA,0328,6278,2,Two-way roadway,2,82193050
CNTR:057050,057050,0,0,4387,4387,82057050,82,2014,L4,1,82057050,BRIDGEWATER,NH 3A AT HEBRON TL,0,129737,S0000003A_,119.988,120.086,S Mayhew Tpke,211,HEBRON,0.098,5,Major Collector,0,NA,3,Regional Corridors,State,I,206,206,206,DISTRICT 2,1,State Highway Agency,3,Paved,24,2,12,None,None,0,0,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,82057050,2014,2400,NH 3A,NH 3A,6122,0132,2,Two-way roadway,2,82057050
CNTR:057051,057051,0,0,4388,4388,82057051,82,2014,L4,1,82057051,BRIDGEWATER,DICK BROWN RD OVER CLAY BROOK,0,42979,L0570061__,4.518,5.289,Dick Brown Rd,057,BRIDGEWATER,0.771,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,24,2,12,Unpaved,Unpaved,1,1,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,82057051,2014,260,NA,NA,0096,0297,2,Two-way roadway,2,82057051
CNTR:057053,057053,0,0,4389,4389,82057053,82,2014,L4,1,82057053,BRIDGEWATER,JOHN JENESS RD OVER CLAY BROOK,0,56016,N0570050__,0,0.346,John Jenness Rd,057,BRIDGEWATER,0.346,7,Local,0,NA,4,Local Connectors,State,II,324,324,324,DISTRICT 3,1,State Highway Agency,4,Paved,28,2,11,Unpaved,Unpaved,3,3,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,82057053,2014,590,NA,NA,0109,0107,2,Two-way roadway,2,82057053
CNTR:057052,057052,0,0,4390,4390,82057052,82,2014,L6,1,82057052,BRIDGEWATER,BRIDGEWATER HILL RD OVER CLAY BROOK,0,20361,L0570060__,1.378,2.777,Bridgewater Hill Rd,057,BRIDGEWATER,1.399,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,24,2,12,None,None,0,0,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,NA,0,0,NA,NA,0092,0100,2,Two-way roadway,2,82057052
CNTR:019002:SB,019002,0,0,4391,4391,62019002,62,0,NA,0,62019002,ASHLAND,NA,0,147904,I0000093_S,52.907,53.701,Interstate 93 S,019,ASHLAND,0.794,1,Interstate,0,NA,1,Statewide Corridors - Divided Highways,State,I,324,324,324,DISTRICT 3,1,State Highway Agency,1,Paved,40,2,12,Paved,Paved,6,10,One way,NO,YES,1,Non-Connector NHS,YES,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,61019002,2014,10000,I-93 SB,I-93 SB,6124,0539,6,Non inventory direction,0,62019002
CNTR:019002:SB,019002,0,0,4391,4391,62019002,62,0,NA,0,62019002,ASHLAND,NA,0,147904,I0000093_S,52.907,53.701,Interstate 93 S,019,ASHLAND,0.794,1,Interstate,0,NA,1,Statewide Corridors - Divided Highways,State,I,324,324,324,DISTRICT 3,1,State Highway Agency,1,Paved,40,2,12,Paved,Paved,6,10,One way,NO,YES,1,Non-Connector NHS,YES,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,61019002,2014,10000,I-93 SB,I-93 SB,6124,0539,6,Non inventory direction,0,61019002
CNTR:019002:SB,019002,0,0,4391,4391,62019002,62,0,NA,0,62019002,ASHLAND,NA,0,147904,I0000093_S,52.907,53.701,Interstate 93 S,019,ASHLAND,0.794,1,Interstate,0,NA,1,Statewide Corridors - Divided Highways,State,I,324,324,324,DISTRICT 3,1,State Highway Agency,1,Paved,40,2,12,Paved,Paved,6,10,One way,NO,YES,1,Non-Connector NHS,YES,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,61019002,2014,10000,I-93 SB,I-93 SB,6124,0539,6,Non inventory direction,0,61019001
CNTR:019001:NB,019001,0,0,4392,4392,61019001,61,0,NA,0,61019001,NA,NA,0,147905,I0000093__,78.014,78.807,Interstate 93 N,019,ASHLAND,0.793,1,Interstate,0,NA,1,Statewide Corridors - Divided Highways,State,I,324,324,324,DISTRICT 3,1,State Highway Agency,1,Paved,44,2,12,Paved,Paved,8,12,One way,NO,YES,1,Non-Connector NHS,YES,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,61019001,2014,9000,NA,NA,0540,6125,2,Two-way roadway,4,61019001
CNTR:019054,019054,0,0,4393,4393,82019054,82,2014,L4,1,82019054,ASHLAND,NORTH ASHLAND RD SOUTH OF REACH RD,0,129911,L0190068__,2.197,2.326,North Ashland Rd,019,ASHLAND,0.129,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,24,2,12,None,None,0,0,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,82019054,2014,900,NA,NA,0140,0078,2,Two-way roadway,2,82019054
CNTR:019057,019057,0,0,4394,4394,82019057,82,2014,L4,1,82019057,ASHLAND,WINTER ST OVER SQUAM RIVER,0,5446,L0190207__,0.13,0.202,Winter St,019,ASHLAND,0.072,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,24,2,12,None,None,0,0,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,82019057,2014,1000,NA,NA,0036,0038,2,Two-way roadway,2,82019057
CNTR:019060,019060,0,0,4395,4395,82019060,82,2015,L6,2,82019060,ASHLAND,NH 132 (DEPOT ST) OVER AMES BROOK,0,6119,S0000132__,39.759,39.825,Depot St,019,ASHLAND,0.066,6,Minor Collector,0,NA,3,Regional Corridors,State,II,324,324,324,DISTRICT 3,1,State Highway Agency,4,Paved,20,2,10,Unpaved,Unpaved,2,2,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,82019060,2014,938,NH 132,NH 132,0028,0091,2,Two-way roadway,2,82019060
CNTR:019056,019056,0,0,4396,4396,82019056,82,2014,L4,1,82019056,ASHLAND,COLLINS ST OVER SQUAM RIVER,0,8324,L0190216__,0.434,0.613,Collins St,019,ASHLAND,0.179,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,20,2,10,None,None,0,0,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,82019056,2014,190,NA,NA,0001,0002,2,Two-way roadway,2,82019056
CNTR:019058,019058,0,0,4397,4397,82019058,82,2014,L4,1,82019058,ASHLAND,MILL ST OVER AMES BROOK,0,7370,L0190208__,0.133,0.246,Mill St,019,ASHLAND,0.113,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,24,2,12,None,None,0,0,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,82019058,2014,210,NA,NA,0089,0039,2,Two-way roadway,2,82019058
NA,019052,0,0,4399,4399,62019052,62,0,NA,0,62019052,ASHLAND,NA,0,33105,I0000093__,72.77,74.288,Interstate 93 N,329,NEW HAMPTON,1.518,1,Interstate,0,NA,1,Statewide Corridors - Divided Highways,State,I,324,324,324,DISTRICT 3,1,State Highway Agency,1,Paved,40,2,12,Paved,Paved,6,10,One way,NO,YES,1,Non-Connector NHS,YES,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,61019051,2014,8000,NA,NA,0205,8251,2,Two-way roadway,4,62019052
NA,019052,0,0,4399,4399,62019052,62,0,NA,0,62019052,ASHLAND,NA,0,33105,I0000093__,72.77,74.288,Interstate 93 N,329,NEW HAMPTON,1.518,1,Interstate,0,NA,1,Statewide Corridors - Divided Highways,State,I,324,324,324,DISTRICT 3,1,State Highway Agency,1,Paved,40,2,12,Paved,Paved,6,10,One way,NO,YES,1,Non-Connector NHS,YES,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,61019051,2014,8000,NA,NA,0205,8251,2,Two-way roadway,4,61019051
NA,019052,0,0,4399,4399,62019052,62,0,NA,0,62019052,ASHLAND,NA,0,33105,I0000093__,72.77,74.288,Interstate 93 N,329,NEW HAMPTON,1.518,1,Interstate,0,NA,1,Statewide Corridors - Divided Highways,State,I,324,324,324,DISTRICT 3,1,State Highway Agency,1,Paved,40,2,12,Paved,Paved,6,10,One way,NO,YES,1,Non-Connector NHS,YES,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,61019051,2014,8000,NA,NA,0205,8251,2,Two-way roadway,4,61019052
